Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
ahpC,-3.784521888,-3.511073689,-3.761452276,-3.741694867,-3.925358987,-3.867305416
ygeA,-4.458351265,-4.45604311,-4.500822796,-4.503365514,-4.209279331,-4.266761327
pflA,-4.017044861,-3.990819925,-4.032226741,-3.942704988,-4.00638763,-4.070268119
b2482,-4.351018503,-4.2635088,-4.292353974,-4.381116641,-3.962176936,-4.064223327
yjcU,-3.272090164,-2.878430624,-3.192142336,-2.96243374,-3.371794705,-3.392349721
ugpC,-2.933076372,-2.842819024,-2.799537004,-2.719921715,-2.95252094,-2.995102005
b0353,-3.803424462,-3.693250689,-3.820062533,-3.589366015,-3.623333114,-3.625195927
prlA,-3.215260932,-3.326224529,-3.441266999,-3.2261661,-3.552610804,-3.573601643
mukB,-4.67237479,-4.849740952,-4.704569625,-4.901861848,-4.183934444,-4.237433558
cafA,-3.732072931,-3.744760795,-3.806414731,-3.743871501,-3.725858349,-3.75286028
appC,-3.266497857,-3.289505686,-3.221841313,-3.001914434,-3.328725244,-3.324526623
yfiD,-4.214289013,-4.148008362,-4.197550515,-4.113345812,-4.212732624,-4.288893029
yjjW,-4.618757574,-4.585202099,-4.510811757,-4.489914296,-4.060500216,-4.087014816
livK,-2.863683729,-2.856646622,-2.802198787,-2.621827094,-2.810651639,-2.799538102
b0572,-3.654106323,-3.737674239,-3.746428465,-3.75802377,-3.804224168,-3.777389544
yhiD,-3.713644555,-3.757120213,-3.81045791,-3.672054788,-3.889280604,-3.920134804
mviN,-4.177543592,-4.013867489,-3.924245414,-3.685202899,-3.834117124,-3.744644811
uspA,-3.729370299,-3.671584765,-3.748183692,-3.614322178,-3.883624246,-3.898004363
b1017,-3.996100516,-4.028628501,-4.012369337,-4.044383687,-3.91573991,-3.927212031
hycC,-4.429930636,-4.337074574,-4.300938598,-4.316250558,-3.908720336,-3.947123916
b0247,-4.900287032,-5.419681996,-5.248151669,-5.226112919,-4.940778547,-5.012672443
yhiP,-2.957364272,-2.873087768,-2.841764005,-2.736020489,-2.927739526,-2.949738991
b0752,-3.834270044,-3.763681425,-3.829542986,-3.675427623,-3.801714542,-3.838465431
yidK,-3.966138084,-3.904913305,-3.946470343,-3.888535374,-3.81129231,-3.831165797
flgF,-3.476394989,-4.599093273,-3.794878993,-4.285914847,-3.88647607,-3.785853354
relF,-4.333535032,-4.274707926,-4.262586806,-4.132249492,-4.330883421,-4.307993041
ycbF,-4.088060836,-3.975108791,-4.046906669,-4.07971113,-4.062992195,-4.072408581
pykF,-3.449626657,-3.373501074,-3.516070713,-3.421346676,-3.548956586,-3.557022814
mdh,-3.488084613,-3.493917229,-3.622253707,-3.603932972,-3.481172082,-3.598645992
radC,-4.411677176,-4.37689694,-4.295703148,-4.345206355,-4.114082034,-4.125044847
narI,-3.850424796,-3.822116506,-3.861008592,-3.774299147,-3.749530258,-3.759241732
fhlA,-4.356394302,-4.37057304,-4.335749184,-4.325679856,-3.985630011,-4.046916513
b0650,-3.266465144,-3.057723734,-3.109280652,-3.01690673,-3.302487487,-3.407544725
xylG,-2.956619185,-2.840167689,-2.823132957,-2.74514887,-2.946362635,-2.9897641
b0934,-3.970689211,-3.975437164,-3.920271748,-3.782037243,-3.869446108,-3.879182863
yihP,-4.421757053,-4.345144883,-4.378271312,-4.314631574,-4.149550331,-4.215498039
minD,-3.398518378,-3.374429784,-3.216810728,-3.332333322,-3.710489551,-3.73197769
katG,-3.596772133,-3.372336259,-3.548576339,-3.48982929,-3.444163478,-3.453864287
gapC_,-4.375277504,-4.509766969,-4.451510187,-4.385846148,-4.313705402,-4.426667191
fba,-3.399249188,-3.402496553,-3.458312656,-3.403268888,-3.497872307,-3.533608902
himD,-3.765658652,-3.805372825,-3.875979413,-3.944393377,-3.871935562,-3.835981667
uhpB,-4.020552184,-4.066247782,-3.919799068,-3.727605079,-3.665229222,-3.682408434
ydaH,-3.953112287,-3.873252813,-3.934873678,-3.866088028,-3.825351236,-3.862965444
yjeM,-3.576681332,-3.526784132,-3.545670785,-3.435848624,-3.523789578,-3.534338696
tehB,-4.19114987,-4.260502152,-4.199282187,-4.143737913,-3.987787203,-4.011923471
treR,-3.523420311,-3.661282003,-3.362134735,-2.923421068,-2.895428972,-2.856640795
fdnH,-3.821949546,-3.813817732,-3.750488043,-3.74138476,-3.72487011,-3.830164293
hybB,-3.509006291,-3.41337831,-3.494217762,-3.358232212,-3.469357125,-3.473610573
hnr,-3.67727566,-3.729312919,-3.756073911,-3.51572493,-3.689660812,-3.602707414
cysW,-3.128828379,-3.127947365,-2.961798148,-2.977905676,-3.30442708,-3.338282916
corA,-4.02432328,-3.984794331,-4.000034686,-3.909218205,-3.913383687,-3.9285228
b1690,-3.887859337,-3.855931562,-3.913331471,-3.786385346,-3.879278101,-3.882102662
caiC,-4.108928257,-4.054636218,-4.035542035,-4.039617852,-3.915231712,-3.976543408
htpX,-3.938023492,-3.963306058,-3.924238487,-3.964973857,-4.007475566,-4.075844051
fixB,-3.483328039,-3.455151887,-3.543410666,-3.350761816,-3.504287218,-3.517968333
pykA,-3.417771717,-3.371885891,-3.485264407,-3.369155979,-3.476444382,-3.492716885
glpD,-4.384788749,-4.193215318,-4.289841367,-4.253813956,-3.916777724,-3.982167485
gabP,-3.487603242,-3.400728234,-3.33492778,-3.28194377,-3.420648061,-3.493714147
glpF,-3.925140754,-3.69797109,-3.996756202,-3.924403957,-3.937824563,-3.971832229
b2098,-3.953348378,-3.932010242,-3.976941755,-3.859761916,-3.928863204,-3.960953761
ftsW,-4.238514171,-4.410641534,-4.176179969,-4.307184941,-4.094798331,-4.107821409
cheR,-4.528875411,-4.510184996,-4.606031943,-4.668339987,-4.301383585,-4.317509725
acnB,-3.443469188,-3.398093669,-3.499585617,-3.404068573,-3.574876327,-3.583139324
ccmF,-3.497909847,-3.453567225,-3.567476217,-3.413356133,-3.605923735,-3.625651188
atpG,-2.533183969,-2.104368983,-2.389267558,-2.296188229,-2.72280927,-2.702025061
fucP,-3.634597614,-3.507690528,-3.554032908,-3.485256507,-3.684016878,-3.712254516
malK,-3.868795477,-4.259843843,-3.967593793,-4.126449677,-3.910310744,-3.869437636
yeiO,-4.372770235,-4.373061011,-4.413201026,-4.331589861,-4.158295887,-4.220071018
yadL,-5.179085176,-5.213243672,-5.088571895,-6.021213263,-4.503497992,-4.669901928
otsB,-4.406235326,-4.468199362,-4.418334465,-4.319982434,-4.104982845,-4.123871538
cyoC,-3.431021536,-3.610777126,-3.333016117,-3.390409361,-3.756489108,-3.693046151
napH,-3.723943856,-3.63870387,-3.760984819,-3.617888237,-3.697532488,-3.722308612
fdhE,-3.327514194,-2.927401143,-3.384725585,-3.188194777,-3.450486775,-3.443362816
b2970,-3.435109417,-3.334927243,-3.310844245,-3.24864633,-3.424684439,-3.463000987
dcuB,-3.729042697,-3.777063883,-3.780624465,-3.706173998,-3.63455475,-3.65625316
b2492,-4.153112053,-4.145456219,-4.176484457,-4.091193585,-4.038295942,-4.066279397
betA,-4.22765575,-4.413470587,-4.268007467,-4.136438956,-4.062696368,-4.073895464
araB,-3.279419725,-3.264320296,-3.319596779,-3.175945791,-3.258250995,-3.263013298
xylA,-4.102204755,-4.153375917,-4.063213554,-3.961087378,-3.860865556,-3.926198046
b0571,-3.459078345,-3.415683302,-3.480617564,-3.357369488,-3.431435903,-3.38098797
yifI,-3.481375126,-3.428817633,-3.526553289,-3.397181698,-3.47556041,-3.466916174
b0363,-5.499993842,-5.62020172,-5.485101935,-5.592736855,-5.234506396,-5.320356207
b3046,-4.165948721,-4.190657815,-4.085927172,-4.029920669,-3.954272482,-4.061658358
b2338,-3.169857572,-3.119016112,-3.086577174,-2.950866167,-3.195253772,-3.224125119
potB,-3.844354557,-3.880495638,-3.806540443,-3.735885387,-3.96042814,-4.000160674
gatZ,-3.773669977,-3.736553625,-3.799167973,-3.696936203,-3.74958086,-3.803069605
b1320,-4.132036284,-4.264065906,-4.03572981,-3.855206296,-3.894804312,-3.934730084
yeiE,-4.599758131,-4.673592232,-4.532313149,-4.479767333,-4.106727838,-4.150319117
yi81_,-3.171201942,-3.109381349,-3.183764352,-3.073468338,-3.008994325,-3.027695798
b0558,-5.050557223,-5.27325368,-5.033059003,-4.884018646,-4.842409992,-5.012820602
yrbM,-3.539175009,-3.357078751,-3.430878367,-3.281944012,-3.615669457,-3.659225424
yggM,-2.986834156,-3.021485815,-2.800472313,-2.721632676,-3.053027588,-3.051352801
oppB,-4.043884834,-4.176549408,-4.078991975,-4.025379985,-3.988140307,-4.019441972
glk,-3.681126598,-3.620491473,-3.717513175,-3.58796257,-3.642894827,-3.66125358
era,-4.018954877,-4.122420628,-4.093333633,-3.93111004,-3.958960331,-4.035606191
b2382,-3.345670254,-3.288691422,-3.372172736,-3.22931762,-3.388033853,-3.390184043
lit,-4.131806168,-4.059488647,-4.19185714,-4.02989566,-4.2231962,-4.233813557
pal,-3.822142374,-3.909445974,-3.953644404,-3.922313992,-4.053085555,-3.979297199
glgP,-3.780670318,-3.942585841,-3.626427353,-3.673718308,-3.799241322,-3.912425157
yjeP,-4.117578692,-4.123513596,-4.100042498,-4.023341903,-3.966590058,-4.029243522
sapC,-3.933030972,-4.005569591,-4.00285809,-3.817028728,-4.02044018,-3.975392852
b2550,-3.799094665,-3.780293019,-3.775432435,-3.644910614,-3.838109634,-3.856857062
rpoN,-3.796014664,-3.92414682,-3.843741601,-3.770294695,-3.891300993,-3.948042203
oraA,-3.686373538,-3.587524294,-3.68967682,-3.556837626,-3.704519179,-3.716967575
pspC,-4.252953964,-4.196109387,-4.300187832,-4.233914411,-4.207726606,-4.237352864
b0938,-5.329856695,-5.229122194,-5.069048547,-4.820243358,-4.582265913,-4.774397253
yiaT,-3.443739042,-3.353985928,-3.357893435,-3.228301847,-3.551657119,-3.594947406
lspA,-3.894317683,-3.805977956,-3.753002412,-3.819264755,-3.943689833,-4.018350936
b1484,-3.319241184,-3.427393276,-3.205880509,-3.065378116,-3.5738285,-3.573325867
b2788,-3.852592349,-3.764651159,-3.80694381,-3.698421637,-3.787494558,-3.824872704
phoU,-2.776115767,-2.764064639,-2.561646206,-2.365597806,-2.687592395,-2.708923224
b2855,-3.699958255,-3.632528015,-3.70247011,-3.572331896,-3.80191761,-3.794405761
yi52_,-3.266763574,-3.223634337,-3.174241391,-2.963637965,-3.320636946,-3.298677844
csgF,-5.157469097,-5.386543736,-5.361944962,-5.488632161,-4.749389117,-4.944144827
rfaZ,-4.158586859,-4.152310524,-4.046882053,-3.801326054,-4.224943019,-4.234209401
abc,-3.419906097,-3.344513149,-3.361887794,-3.290266535,-3.468175398,-3.51904379
btuC,-4.166049701,-4.173627006,-4.093044316,-4.045292717,-4.187975434,-4.198015232
galR,-3.638946391,-3.625502017,-3.638539661,-3.497462024,-3.600838358,-3.611535985
soxR,-3.612154139,-3.562582526,-3.500849729,-3.346655442,-3.647024216,-3.677966856
yhbM,-3.208235037,-3.231915505,-3.245225781,-3.143085566,-3.279240687,-3.280039575
yi52_,-3.418328684,-3.368594322,-3.289436237,-3.151712778,-3.540686726,-3.546117803
yi5B,-4.507921233,-3.936239635,-4.478566527,-4.386641074,-3.859647062,-3.974653766
fliP,-4.588570887,-4.416919711,-4.530799819,-4.484317202,-4.503517143,-4.510706822
rlpA,-3.282513276,-3.167303439,-3.205953693,-3.144092988,-3.288199177,-3.302331128
pnuC,-4.108793305,-3.959966449,-4.127128962,-3.951777894,-4.038645923,-4.029927001
b1377,-3.18864052,-3.428418586,-3.240002075,-3.691522074,-3.754998972,-3.733260317
rfaQ,-4.006583728,-4.011098586,-3.901449349,-3.72668935,-3.997933144,-4.04499544
tsx,-3.663902158,-3.559211975,-3.667728432,-3.586769113,-3.722496441,-3.772970393
araG,-4.35171128,-4.213441017,-4.353486543,-4.301951517,-4.304132596,-4.319036174
ebgR,-3.573647838,-3.442582155,-3.510852717,-3.434550995,-3.547454372,-3.567754301
yagI,-3.949064343,-3.892408433,-3.850190402,-3.782007469,-4.047031152,-4.071398271
yhhI,-3.016489866,-2.969420688,-2.543385014,-2.434178458,-2.834331557,-2.824910506
b2430,-4.1204443,-4.267235414,-3.825250415,-3.817052584,-3.923810853,-3.894493875
flhA,-3.765837911,-4.104809531,-3.900121885,-4.154116732,-3.728820711,-3.723546123
murI,-4.266390095,-4.335646662,-4.401180039,-4.247144238,-4.055672081,-4.092788417
fes,-3.56968102,-3.576032849,-3.498972521,-3.539302987,-3.589033246,-3.659491343
molR_,-3.74731525,-3.662775123,-3.746270208,-3.69205022,-3.799814964,-3.836669343
nlp,-4.242404927,-4.16070357,-4.215527036,-4.230497587,-4.272803054,-4.353474148
b0330,-3.606080345,-3.559457075,-3.576107197,-3.486966932,-3.549483904,-3.496393271
yicM,-3.280213891,-3.327641021,-2.923169099,-3.125393022,-3.320996654,-3.344196096
yi21_,-3.009701274,-3.104913105,-2.911988285,-2.97093122,-3.300298014,-3.266285677
fliE,-4.027175572,-4.084454199,-3.882355978,-3.924299911,-4.052217691,-4.065700115
fimC,-3.860957637,-4.013535985,-3.875301856,-3.684564867,-3.647819818,-3.66227484
gltJ,-3.244515904,-3.123849915,-3.071327057,-3.090770479,-3.306287192,-3.358420333
yejE,-4.141500481,-4.142125589,-4.108459447,-4.08996487,-4.016170933,-4.073291428
lacZ,-4.55306672,-4.460424701,-4.445343328,-4.516868148,-4.081141215,-4.127982222
bglG,-4.614492585,-4.564184479,-4.581520101,-4.555897811,-4.167411768,-4.321490574
b0853,-3.566270664,-3.475204962,-3.603622268,-3.501931784,-3.629273543,-3.633765525
yjdH,-3.102861776,-3.071264674,-3.003063607,-2.971909733,-3.279351491,-3.337902415
murE,-3.430550526,-3.255619867,-3.238474757,-3.110795307,-3.318779025,-3.272844157
b2062,-3.423433706,-3.425474981,-3.432159743,-3.20070534,-3.350643567,-3.408386202
nlpD,-3.311769938,-3.263274035,-3.306462726,-3.294714244,-3.475409095,-3.48438287
b0829,-3.997348111,-4.073183654,-4.051980106,-4.094471667,-3.90500972,-3.952845102
pgm,-3.658673733,-3.671306211,-3.699630348,-3.625506514,-3.758142858,-3.809696098
frwC,-3.871709912,-3.982939209,-3.77280989,-3.665126845,-3.708532081,-3.800604079
b1314,-4.300938072,-4.392433396,-4.325648321,-4.248208703,-4.093378693,-4.104276881
yjjR,-3.934854842,-3.887843383,-3.924002483,-3.895105175,-3.94984859,-3.995252007
hofC,-3.762145859,-3.739632119,-3.741308943,-3.562989952,-3.681407064,-3.705850615
mepA,-3.883929197,-3.972571234,-3.876346541,-3.686557316,-3.921663272,-3.828166725
ybbB,-3.368484691,-3.286355494,-3.213706251,-3.134524879,-3.349440536,-3.373257356
artJ,-4.00564939,-3.910171832,-3.955268349,-3.857337422,-3.98914744,-4.046504771
b1106,-3.667396339,-3.7150043,-3.657160806,-3.500596221,-3.681919287,-3.671768012
treC,-3.699832722,-3.85011182,-3.711174996,-3.47785243,-3.611139687,-3.607993799
b1526,-2.950306191,-2.924510184,-2.958304986,-2.880757695,-3.242846046,-3.262990697
insB_,-3.320440029,-3.385336107,-3.372034059,-3.342027524,-2.895356039,-2.936406411
lpxA,-3.881804763,-4.061590599,-3.977940906,-3.767745588,-3.735978316,-3.736163081
b2519,-4.159290963,-4.183536997,-4.148286737,-4.121414994,-3.948433561,-3.990753596
b1505,-3.899775825,-3.81928877,-3.837151399,-3.756492586,-3.836477934,-3.893685542
lolA,-3.907277257,-4.090582074,-3.943608518,-3.809352078,-4.005829317,-4.000888459
celF,-3.524805553,-3.475429074,-3.534383099,-3.398924267,-3.496974017,-3.521321252
phoB,-4.576940691,-4.749004775,-4.529677951,-4.565392335,-4.192271583,-4.280814214
uvrY,-3.374451769,-3.326496559,-3.393927589,-3.275825693,-3.445037334,-3.434769034
intD,-3.26296518,-3.241282925,-3.195542206,-3.152583182,-3.348130445,-3.358691915
b2387,-3.651612342,-3.582742258,-3.522176488,-3.498412122,-3.675931651,-3.70494548
pstC,-3.683103857,-3.647967971,-3.681295365,-3.579978166,-3.769343329,-3.7843615
yddA,-3.754008809,-3.708232527,-3.735550981,-3.628310861,-3.749129026,-3.776533462
htgA,-4.56346556,-4.786939102,-4.556268095,-4.511174529,-4.147054,-4.236335241
inaA,-4.219607371,-4.211445201,-4.324215161,-4.313530674,-4.218245496,-4.302148253
sdhD,-3.819489916,-3.892667477,-3.788385977,-3.657173942,-3.824367872,-3.79795274
nuoL,-4.311173765,-4.425961689,-4.453458811,-4.506716179,-4.114424168,-4.139179121
pflD,-4.611588019,-4.676841395,-4.52204057,-4.518582304,-4.12190112,-4.235592031
ptsO,-4.683109477,-4.719062486,-4.792411365,-4.8534554,-4.591039511,-4.674773983
fecB,-3.850155908,-3.895534859,-3.788496218,-3.847187144,-3.929299848,-3.871996218
b2888,-4.184244572,-4.124239197,-4.160412171,-4.042081079,-3.949847645,-4.028482168
htpG,-4.336505199,-4.341411612,-4.239171833,-4.404400332,-4.111282704,-4.162870233
b2630,-4.509803935,-4.427947296,-4.56326239,-4.369982465,-4.585158389,-4.579280118
cydA,-3.851343191,-3.839838267,-3.81440818,-3.742140047,-3.810734387,-3.812984023
nuoB,-3.561306723,-3.557271999,-3.623705887,-3.472870876,-3.655294034,-3.657464979
nrfB,-4.397429061,-4.134017021,-4.290826843,-4.248949673,-4.200613727,-4.236214499
kefB,-4.003613155,-4.091448359,-3.881406597,-3.81332154,-3.634857639,-3.630317451
yabM,-3.960231721,-3.953435422,-3.908482386,-3.659998243,-3.693465147,-3.755834654
b3195,-3.935382132,-3.924709834,-3.916247663,-3.845078721,-3.904871005,-3.939625724
ahpF,-4.284300125,-4.082454837,-4.29404353,-4.350202044,-4.064927525,-4.099587183
sufI,-4.033664713,-4.059754331,-4.019015345,-4.011289536,-3.822635605,-3.850531291
pflB,-3.532211246,-3.501452089,-3.574557631,-3.556372754,-3.700002542,-3.763606696
b2483,-3.488931923,-3.390200953,-3.532226835,-3.424460478,-3.479567596,-3.519969078
rpiR,-3.54091912,-3.254503183,-3.477477077,-3.309537247,-3.377792734,-3.362224472
ugpE,-4.112750238,-4.23230509,-4.005904706,-3.803650718,-3.807169596,-3.763985891
b0365,-4.004683394,-4.03968255,-4.003346847,-3.873955231,-3.869101336,-3.898636018
yhfC,-4.150264925,-4.195039123,-4.151247324,-4.003216849,-3.892852231,-3.928478397
sulA,-4.895272528,-5.199243591,-5.114628802,-5.212690588,-4.676737361,-4.81469418
envR,-4.970595417,-5.311095006,-4.929909927,-5.000117215,-4.443771717,-4.56412036
appB,-3.824659408,-3.799095596,-3.827713097,-3.7501722,-3.71699804,-3.726945192
yfiG,-3.441845996,-3.490219679,-3.376607906,-3.252706612,-3.654488197,-3.652481627
polB,-3.593631389,-3.610765706,-3.554401051,-3.347284892,-3.540290699,-3.558812787
livJ,-2.912616843,-2.790037631,-2.790790828,-2.658821086,-2.955685674,-2.943463225
b0574,-3.711963876,-3.67904395,-3.777705359,-3.700180705,-3.761233325,-3.7542506
yhjE,-3.820453387,-3.7286145,-3.858820301,-3.670857855,-3.812983032,-3.823329147
flgN,-3.669366411,-4.129988551,-3.774660921,-3.737701796,-3.726329459,-3.641087845
arsR,-4.649114111,-4.567736266,-4.7457911,-4.80730804,-4.446915264,-4.47726986
ndh,-3.901379357,-3.927207281,-3.943391765,-3.823743325,-3.818912786,-3.823054423
hycB,-3.743635155,-3.704379033,-3.785086595,-3.650049349,-3.759290099,-3.7842136
b0354,-3.970598295,-3.999801733,-4.026305253,-3.794176276,-3.897853001,-3.932440835
dctA,-3.223820907,-3.100258988,-3.068547925,-3.027553916,-3.205069582,-3.255033574
b0770,-4.448064726,-4.406212787,-4.363669084,-4.297646576,-3.986733451,-3.981722315
yidE,-3.990194484,-3.893045136,-3.943973253,-3.90194569,-3.874385826,-3.894238137
flgG,-3.400311535,-4.858440819,-3.722149872,-4.610545242,-3.849169185,-3.706728766
dicC,-4.38958808,-4.229090131,-4.446161981,-4.273772144,-4.29969207,-4.261155859
yegD,-3.476203625,-3.454376601,-3.448849752,-3.364127329,-3.48731328,-3.473616986
b1697,-3.947124221,-3.942579867,-3.96448369,-3.89978077,-3.949097888,-3.946259725
nirB,-4.662385855,-4.657418794,-4.597475223,-4.627593292,-4.184154555,-4.271231373
emrD,-3.77259798,-3.632941799,-3.771485398,-3.727531859,-3.726108211,-3.725307512
adhE,-4.064579701,-4.35004882,-4.194712278,-4.450983355,-4.277764428,-4.356648475
ygbE,-4.02088618,-4.016890558,-4.099785801,-4.09231908,-4.086434645,-4.106201289
seqA,-4.019277207,-4.108208107,-4.06668859,-3.989280883,-3.966961042,-4.001078682
xylH,-3.316719926,-3.229785839,-3.213095035,-3.004953967,-3.164004402,-3.162013229
b0949,-3.668649165,-3.602067501,-3.665714623,-3.615734585,-3.672165982,-3.690124359
yjbK,-4.220145371,-4.233219399,-4.140522341,-4.052676825,-4.206434599,-4.271085506
minC,-4.147470793,-4.399458412,-4.307239096,-4.526164142,-4.385164155,-4.384161973
htrC,-4.656327521,-4.815313719,-4.765587284,-4.756672953,-4.153627836,-4.295204296
cybB,-4.162450721,-4.207978502,-4.184208374,-4.268845037,-4.156187976,-4.184968668
pgk,-3.31842815,-3.309003425,-3.37786117,-3.335275716,-3.441348816,-3.505380781
helD,-3.812873226,-3.898787362,-3.83908141,-3.880227264,-3.93840463,-4.012749618
uhpA,-4.408534298,-4.406301158,-4.184020809,-4.275892555,-4.027491196,-4.055780303
b1440,-3.750717269,-3.750224342,-3.735548802,-3.552618883,-3.703268531,-3.717508663
ptxA,-4.403198176,-4.400466846,-4.270492579,-4.321608189,-4.197315018,-4.249558661
b1448,-3.877340183,-3.892433717,-3.823500194,-3.75438627,-3.845606445,-3.805726392
yjiY,-4.482621805,-4.476935539,-4.340978918,-4.419804644,-4.089048354,-4.16460723
fdnI,-3.87894683,-3.91004151,-3.965953847,-3.971874505,-3.446958511,-3.811288863
hybA,-3.020738117,-2.695586535,-2.918625416,-2.813920597,-3.105602903,-3.093228565
hns,-3.58344888,-3.646834784,-3.591334477,-3.766488761,-3.880585084,-3.856166275
cysU,-3.265801839,-3.235744544,-3.217640918,-3.188681968,-3.223179031,-3.17352422
trkH,-3.924250276,-3.894327706,-3.970166797,-3.814182593,-3.877211793,-3.8883845
b1691,-3.86055496,-3.761119373,-3.858047269,-3.765815045,-3.864133621,-3.894637221
caiB,-5.045556677,-5.180205035,-4.923262037,-4.89136014,-4.134086204,-4.201477913
b1840,-3.818267975,-3.870608542,-3.787646797,-3.956155506,-3.86618162,-3.82639153
