GEOGROUP,POPULATION,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,ID_new,A6F03,,3pet,,NZPR1078,,ctg4363,,rptest1,,2669,,epi5,,gPp14,,epi3,
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK14,262,262,180,186,349,357,114,114,226,232,163,177,216,220,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK15,262,262,182,182,349,357,116,116,226,226,163,165,216,216,217,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK16,262,262,166,178,349,349,114,116,226,229,163,165,0,0,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK17,262,266,0,0,349,357,116,120,226,229,161,177,0,0,220,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK18,262,262,166,174,349,349,116,122,229,232,163,165,216,216,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK19,270,270,174,174,349,349,114,114,226,226,165,165,216,216,220,220,251,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK20,0,0,0,0,349,349,114,116,226,232,163,177,216,216,220,220,249,259
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK21,262,266,182,188,349,357,114,122,226,229,161,163,216,216,220,220,249,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK22,262,264,178,180,349,349,114,116,226,229,161,163,216,216,0,0,239,251
,Tabarka,,TU,1543966,4154946,121,,,,,,TBK23,262,262,166,174,357,357,114,122,229,229,163,165,216,216,229,229,249,249
